Bldg City,Bldg State,Bldg Status,Construction Date,Historical Status,Number of Records,Owned/Leased,Property Type,Total Parking Spaces
SPARTANBURG,SC,ACTIVE,1/1/1931,National Register Eligible,1,OWNED,BUILDING,27
PASADENA,CA,ACTIVE,1/1/1931,National Register Listed,1,OWNED,BUILDING,170
DENVER,CO,ACTIVE,1/1/1931,National Register Listed,1,OWNED,BUILDING,47
KEY WEST,FL,ACTIVE,1/1/1931,National Register Listed,1,OWNED,BUILDING,55
FLINT,MI,ACTIVE,1/1/1931,National Register Listed,1,OWNED,BUILDING,41
FARGO,ND,ACTIVE,1/1/1931,National Register Listed,1,OWNED,BUILDING,18
ST JOHN,ND,ACTIVE,1/1/1931,National Register Listed,1,OWNED,BUILDING,6
ALBUQUERQUE,NM,ACTIVE,1/1/1931,National Register Listed,1,OWNED,BUILDING,0
ALEXANDRIA,VA,ACTIVE,1/1/1931,National Register Listed,1,OWNED,BUILDING,27
DERBY LINE,VT,ACTIVE,1/1/1931,National Register Listed,1,OWNED,BUILDING,0
RICHFORD,VT,ACTIVE,1/1/1931,National Register Listed,1,OWNED,BUILDING,0
RICHFORD,VT,ACTIVE,1/1/1931,National Register Listed,1,OWNED,BUILDING,14
ST JOHN,ND,ACTIVE,1/1/1931,National Register Eligible,1,OWNED,STRUCTURE,0
CLARKSBURG,WV,ACTIVE,1/1/1932,National Register Listed,1,LEASED,BUILDING,25
ELMIRA,NY,ACTIVE,1/1/1932,Not Evaluated,1,LEASED,BUILDING,0
CHICAGO,IL,ACTIVE,1/1/1932,National Register Eligible,1,OWNED,BUILDING,58
JACKSON,TN,ACTIVE,1/1/1932,National Register Eligible,1,OWNED,BUILDING,38
MOBILE,AL,ACTIVE,1/1/1932,National Register Listed,1,OWNED,BUILDING,0
LITTLE ROCK,AR,ACTIVE,1/1/1932,National Register Listed,1,OWNED,BUILDING,25
SAN DIEGO,CA,ACTIVE,1/1/1932,National Register Listed,1,OWNED,BUILDING,17
TECATE,CA,ACTIVE,1/1/1932,National Register Listed,1,OWNED,BUILDING,0
TECATE,CA,ACTIVE,1/1/1932,National Register Listed,1,OWNED,BUILDING,0
TECATE,CA,ACTIVE,1/1/1932,National Register Listed,1,OWNED,BUILDING,0
SIOUX CITY,IA,ACTIVE,1/1/1932,National Register Listed,1,OWNED,BUILDING,49
FORT WAYNE,IN,ACTIVE,1/1/1932,National Register Listed,1,OWNED,BUILDING,98
LAFAYETTE,IN,ACTIVE,1/1/1932,National Register Listed,1,OWNED,BUILDING,21
WICHITA,KS,ACTIVE,1/1/1932,National Register Listed,1,OWNED,BUILDING,66
LOUISVILLE,KY,ACTIVE,1/1/1932,National Register Listed,1,OWNED,BUILDING,157
PIKEVILLE,KY,ACTIVE,1/1/1932,National Register Listed,1,OWNED,BUILDING,27
WORCESTER,MA,ACTIVE,1/1/1932,National Register Listed,1,OWNED,BUILDING,4
COBURN GORE,ME,ACTIVE,1/1/1932,National Register Listed,1,OWNED,BUILDING,0
COBURN GORE,ME,ACTIVE,1/1/1932,National Register Listed,1,OWNED,BUILDING,0
COBURN GORE,ME,ACTIVE,1/1/1932,National Register Listed,1,OWNED,BUILDING,0
LANSING,MI,ACTIVE,1/1/1932,National Register Listed,1,OWNED,BUILDING,146
AMBROSE,ND,ACTIVE,1/1/1932,National Register Listed,1,OWNED,BUILDING,5
PEMBINA,ND,ACTIVE,1/1/1932,National Register Listed,1,OWNED,BUILDING,25
CAMDEN,NJ,ACTIVE,1/1/1932,National Register Listed,1,OWNED,BUILDING,15
TRENTON,NJ,ACTIVE,1/1/1932,National Register Listed,1,OWNED,BUILDING,16
MOOERS,NY,ACTIVE,1/1/1932,National Register Listed,1,OWNED,BUILDING,0
TROUT RIVER,NY,ACTIVE,1/1/1932,National Register Listed,1,OWNED,BUILDING,0
TOLEDO,OH,ACTIVE,1/1/1932,National Register Listed,1,OWNED,BUILDING,37
BEECHER FALLS,VT,ACTIVE,1/1/1932,National Register Listed,1,OWNED,BUILDING,2
DERBY LINE,VT,ACTIVE,1/1/1932,National Register Listed,1,OWNED,BUILDING,0
DERBY LINE,VT,ACTIVE,1/1/1932,National Register Listed,1,OWNED,BUILDING,30
METALINE FALLS,WA,ACTIVE,1/1/1932,National Register Listed,1,OWNED,BUILDING,0
METALINE FALLS,WA,ACTIVE,1/1/1932,National Register Listed,1,OWNED,BUILDING,0
METALINE FALLS,WA,ACTIVE,1/1/1932,National Register Listed,1,OWNED,BUILDING,0
SEATTLE,WA,ACTIVE,1/1/1932,National Register Listed,1,OWNED,BUILDING,10
CASPER,WY,ACTIVE,1/1/1932,National Register Listed,1,OWNED,BUILDING,30
DETROIT,MI,ACTIVE,1/1/1932,National Register Listed,1,OWNED,STRUCTURE,0
MOOERS,NY,DECOMMISSIONED,1/1/1932,National Register Listed,1,OWNED,BUILDING,0
MOOERS,NY,DECOMMISSIONED,1/1/1932,Not Evaluated,1,OWNED,BUILDING,0
WASHINGTON,DC,ACTIVE,10/1/1932,National Register Listed,1,OWNED,BUILDING,198
NEW YORK-RICHMOND,NY,ACTIVE,10/31/1932,National Register Eligible,1,LEASED,BUILDING,8
SALINAS,CA,ACTIVE,1/1/1933,National Register Eligible,1,LEASED,BUILDING,0
WICHITA FALLS,TX,ACTIVE,1/1/1933,National Register Eligible,1,LEASED,BUILDING,4
WATERBURY,CT,ACTIVE,1/1/1933,National Register Listed,1,LEASED,BUILDING,2
MERIDIAN,MS,ACTIVE,1/1/1933,National Register Listed,1,LEASED,BUILDING,0
DURHAM,NC,ACTIVE,1/1/1933,National Register Listed,1,LEASED,BUILDING,8
MIAMI,OK,ACTIVE,1/1/1933,National Register Listed,1,LEASED,BUILDING,0
OKMULGEE,OK,ACTIVE,1/1/1933,National Register Listed,1,LEASED,BUILDING,0
ASTORIA,OR,ACTIVE,1/1/1933,National Register Listed,1,LEASED,BUILDING,3
BAY CITY,MI,ACTIVE,1/1/1933,Not Evaluated,1,LEASED,BUILDING,11
RUTLAND,VT,ACTIVE,1/1/1933,Not Evaluated,1,LEASED,BUILDING,13
MONTGOMERY,AL,ACTIVE,1/1/1933,National Historic Landmark,1,OWNED,BUILDING,12
SAN FRANCISCO,CA,ACTIVE,1/1/1933,National Historic Landmark,1,OWNED,BUILDING,2
WASHINGTON,DC,ACTIVE,1/1/1933,National Register Eligible,1,OWNED,BUILDING,20
WASHINGTON,DC,ACTIVE,1/1/1933,National Register Eligible,1,OWNED,BUILDING,105
SAINT LOUIS,MO,ACTIVE,1/1/1933,National Register Eligible,1,OWNED,BUILDING,59
TEXARKANA,AR,ACTIVE,1/1/1933,National Register Listed,1,OWNED,BUILDING,37
DOUGLAS,AZ,ACTIVE,1/1/1933,National Register Listed,1,OWNED,BUILDING,0
DOUGLAS,AZ,ACTIVE,1/1/1933,National Register Listed,1,OWNED,BUILDING,46
CALEXICO,CA,ACTIVE,1/1/1933,National Register Listed,1,OWNED,BUILDING,54
SACRAMENTO,CA,ACTIVE,1/1/1933,National Register Listed,1,OWNED,BUILDING,25
HARTFORD,CT,ACTIVE,1/1/1933,National Register Listed,1,OWNED,BUILDING,29
WASHINGTON,DC,ACTIVE,1/1/1933,National Register Listed,1,OWNED,BUILDING,75
MIAMI,FL,ACTIVE,1/1/1933,National Register Listed,1,OWNED,BUILDING,0
DAVENPORT,IA,ACTIVE,1/1/1933,National Register Listed,1,OWNED,BUILDING,27
SOUTH BEND,IN,ACTIVE,1/1/1933,National Register Listed,1,OWNED,BUILDING,29
ALEXANDRIA,LA,ACTIVE,1/1/1933,National Register Listed,1,OWNED,BUILDING,54
BATON ROUGE,LA,ACTIVE,1/1/1933,National Register Listed,1,OWNED,BUILDING,23
BOSTON,MA,ACTIVE,1/1/1933,National Register Listed,1,OWNED,BUILDING,32
DETROIT,MI,ACTIVE,1/1/1933,National Register Listed,1,OWNED,BUILDING,154
BABB,MT,ACTIVE,1/1/1933,National Register Listed,1,OWNED,BUILDING,5
GREENSBORO,NC,ACTIVE,1/1/1933,National Register Listed,1,OWNED,BUILDING,24
CHATEAUGAY,NY,ACTIVE,1/1/1933,National Register Listed,1,OWNED,BUILDING,0
FORT COVINGTON,NY,ACTIVE,1/1/1933,National Register Listed,1,OWNED,BUILDING,0
ROUSES POINT,NY,ACTIVE,1/1/1933,National Register Listed,1,OWNED,BUILDING,0
ROUSES POINT,NY,ACTIVE,1/1/1933,National Register Listed,1,OWNED,BUILDING,7
PORTLAND,OR,ACTIVE,1/1/1933,National Register Listed,1,OWNED,BUILDING,0
CHATTANOOGA,TN,ACTIVE,1/1/1933,National Register Listed,1,OWNED,BUILDING,88
FORT WORTH,TX,ACTIVE,1/1/1933,National Register Listed,1,OWNED,BUILDING,20
OGDEN,UT,ACTIVE,1/1/1933,National Register Listed,1,OWNED,BUILDING,7
PORT ANGELES,WA,ACTIVE,1/1/1933,National Register Listed,1,OWNED,BUILDING,15
SEATTLE,WA,ACTIVE,1/1/1933,National Register Listed,1,OWNED,BUILDING,50
SEATTLE,WA,ACTIVE,1/1/1933,National Register Listed,1,OWNED,BUILDING,53
CHEYENNE,WY,ACTIVE,1/1/1933,National Register Listed,1,OWNED,BUILDING,87
WASHINGTON,DC,ACTIVE,1/1/1933,National Register Listed,1,OWNED,STRUCTURE,0
NEW YORK-MANHATTAN,NY,ACTIVE,1/1/1933,Not Evaluated,1,OWNED,STRUCTURE,139
DES MOINES,IA,ACTIVE,6/1/1933,Not Evaluated,1,LEASED,BUILDING,6
DANVILLE,VA,ACTIVE,1/1/1934,National Register Listed,1,LEASED,BUILDING,12
SPRINGFIELD,OH,ACTIVE,1/1/1934,Not Evaluated,1,LEASED,BUILDING,0
DETROIT,MI,ACTIVE,1/1/1934,Evaluated - Not Historic,1,OWNED,BUILDING,20
NEW ORLEANS,LA,ACTIVE,1/1/1934,National Register Eligible,1,OWNED,BUILDING,0
NEW ORLEANS,LA,ACTIVE,1/1/1934,National Register Eligible,1,OWNED,BUILDING,0
NEW ORLEANS,LA,ACTIVE,1/1/1934,National Register Eligible,1,OWNED,BUILDING,6
NEW ORLEANS,LA,ACTIVE,1/1/1934,National Register Eligible,1,OWNED,BUILDING,9
NEW ORLEANS,LA,ACTIVE,1/1/1934,National Register Eligible,1,OWNED,BUILDING,27
NEW ORLEANS,LA,ACTIVE,1/1/1934,National Register Eligible,1,OWNED,BUILDING,32
WASHINGTON,DC,ACTIVE,1/1/1934,National Register Listed,1,OWNED,BUILDING,28
WASHINGTON,DC,ACTIVE,1/1/1934,National Register Listed,1,OWNED,BUILDING,315
ATLANTA,GA,ACTIVE,1/1/1934,National Register Listed,1,OWNED,BUILDING,54
COLUMBUS,GA,ACTIVE,1/1/1934,National Register Listed,1,OWNED,BUILDING,37
LEXINGTON,KY,ACTIVE,1/1/1934,National Register Listed,1,OWNED,BUILDING,31
MONROE,LA,ACTIVE,1/1/1934,National Register Listed,1,OWNED,BUILDING,40
FORT FAIRFIELD,ME,ACTIVE,1/1/1934,National Register Listed,1,OWNED,BUILDING,12
LIMESTONE,ME,ACTIVE,1/1/1934,National Register Listed,1,OWNED,BUILDING,5
DETROIT,MI,ACTIVE,1/1/1934,National Register Listed,1,OWNED,BUILDING,19
ALBANY,NY,ACTIVE,1/1/1934,National Register Listed,1,OWNED,BUILDING,46
PHILADELPHIA,PA,ACTIVE,1/1/1934,National Register Listed,1,OWNED,BUILDING,103
PITTSBURGH,PA,ACTIVE,1/1/1934,National Register Listed,1,OWNED,BUILDING,199
BEAUMONT,TX,ACTIVE,1/1/1934,National Register Listed,1,OWNED,BUILDING,94
TYLER,TX,ACTIVE,1/1/1934,National Register Listed,1,OWNED,BUILDING,17
NORFOLK,VA,ACTIVE,1/1/1934,National Register Listed,1,OWNED,BUILDING,49
NORTON,VT,ACTIVE,1/1/1934,National Register Listed,1,OWNED,BUILDING,7
WASHINGTON,DC,ACTIVE,1/1/1934,Not Evaluated,1,OWNED,STRUCTURE,0
BALTIMORE,MD,EXCESS,1/1/1934,National Register Listed,1,OWNED,BUILDING,0
PHILADELPHIA,PA,ACTIVE,8/1/1934,National Register Listed,1,LEASED,BUILDING,1200
SAN FRANCISCO,CA,ACTIVE,1/1/1935,National Register Eligible,1,LEASED,BUILDING,0
WACO,TX,ACTIVE,1/1/1935,National Register Eligible,1,LEASED,BUILDING,30
WASHINGTON,DC,ACTIVE,1/1/1935,National Register Listed,1,OWNED,BUILDING,0
WASHINGTON,DC,ACTIVE,1/1/1935,National Register Listed,1,OWNED,BUILDING,14
WASHINGTON,DC,ACTIVE,1/1/1935,National Register Listed,1,OWNED,BUILDING,51
WASHINGTON,DC,ACTIVE,1/1/1935,National Register Listed,1,OWNED,BUILDING,171
BINGHAMTON,NY,ACTIVE,1/1/1935,National Register Listed,1,OWNED,BUILDING,25
COLUMBUS,OH,ACTIVE,1/1/1935,National Register Listed,1,OWNED,BUILDING,123
AUSTIN,TX,ACTIVE,1/1/1935,National Register Listed,1,OWNED,BUILDING,6
LUFKIN,TX,ACTIVE,1/1/1935,National Register Listed,1,OWNED,BUILDING,15
CANAAN,VT,ACTIVE,1/1/1935,National Register Listed,1,OWNED,BUILDING,8
WEST BERKSHIRE,VT,ACTIVE,1/1/1935,National Register Listed,1,OWNED,BUILDING,5
WASHINGTON,DC,ACTIVE,1/1/1935,Not Evaluated,1,OWNED,BUILDING,0
MARATHON,TX,ACTIVE,1/1/1935,Not Evaluated,1,OWNED,BUILDING,0
NEW BERN,NC,ACTIVE,3/1/1935,National Register Listed,1,OWNED,BUILDING,28
SYRACUSE,NY,ACTIVE,6/5/1935,Not Evaluated,1,LEASED,BUILDING,5
HUNTSVILLE,AL,ACTIVE,1/1/1936,National Register Listed,1,OWNED,BUILDING,31
NOGALES,AZ,ACTIVE,1/1/1936,National Register Listed,1,OWNED,BUILDING,0
WASHINGTON,DC,ACTIVE,1/1/1936,National Register Listed,1,OWNED,BUILDING,90
WASHINGTON,DC,ACTIVE,1/1/1936,National Register Listed,1,OWNED,BUILDING,267
CALAIS,ME,ACTIVE,1/1/1936,National Register Listed,1,OWNED,BUILDING,0
CALAIS,ME,ACTIVE,1/1/1936,National Register Listed,1,OWNED,BUILDING,16
NEW YORK-MANHATTAN,NY,ACTIVE,1/1/1936,National Register Listed,1,OWNED,BUILDING,23
AIKEN,SC,ACTIVE,1/1/1936,National Register Listed,1,OWNED,BUILDING,12
COLUMBIA,SC,ACTIVE,1/1/1936,National Register Listed,1,OWNED,BUILDING,52
EL PASO,TX,ACTIVE,1/1/1936,National Register Listed,1,OWNED,BUILDING,13
RICHMOND,VA,ACTIVE,1/1/1936,National Register Listed,1,OWNED,BUILDING,34
LAURIER,WA,ACTIVE,1/1/1936,National Register Listed,1,OWNED,BUILDING,0
LAURIER,WA,ACTIVE,1/1/1936,National Register Listed,1,OWNED,BUILDING,0
LAURIER,WA,ACTIVE,1/1/1936,National Register Listed,1,OWNED,BUILDING,4
BUFFALO,NY,EXCESS,1/1/1936,National Register Eligible,1,OWNED,BUILDING,0
LONG BEACH,CA,ACTIVE,1/2/1936,National Register Listed,1,LEASED,BUILDING,0
MARQUETTE,MI,ACTIVE,1/1/1937,Not Evaluated,1,LEASED,BUILDING,7
ABERDEEN,SD,ACTIVE,1/1/1937,Not Evaluated,1,LEASED,BUILDING,14
CURLEW,WA,ACTIVE,1/1/1937,Evaluated - Not Historic,1,OWNED,BUILDING,0
SASABE,AZ,ACTIVE,1/1/1937,National Register Eligible,1,OWNED,BUILDING,0
WASHINGTON,DC,ACTIVE,1/1/1937,National Register Eligible,1,OWNED,BUILDING,370
SUITLAND,MD,ACTIVE,1/1/1937,National Register Eligible,1,OWNED,BUILDING,0
FORT SMITH,AR,ACTIVE,1/1/1937,National Register Listed,1,OWNED,BUILDING,50
NACO,AZ,ACTIVE,1/1/1937,National Register Listed,1,OWNED,BUILDING,12
SASABE,AZ,ACTIVE,1/1/1937,National Register Listed,1,OWNED,BUILDING,10
TALLAHASSEE,FL,ACTIVE,1/1/1937,National Register Listed,1,OWNED,BUILDING,45
DUBLIN,GA,ACTIVE,1/1/1937,National Register Listed,1,OWNED,BUILDING,18
ORIENT,ME,ACTIVE,1/1/1937,National Register Listed,1,OWNED,BUILDING,0
ORIENT,ME,ACTIVE,1/1/1937,National Register Listed,1,OWNED,BUILDING,2
PHILADELPHIA,PA,ACTIVE,1/1/1937,National Register Listed,1,OWNED,BUILDING,26
GREENVILLE,SC,ACTIVE,1/1/1937,National Register Listed,1,OWNED,BUILDING,40
GALVESTON,TX,ACTIVE,1/1/1937,National Register Listed,1,OWNED,BUILDING,233
SAN ANTONIO,TX,ACTIVE,1/1/1937,National Register Listed,1,OWNED,BUILDING,35
ALBURG SPRINGS,VT,ACTIVE,1/1/1937,National Register Listed,1,OWNED,BUILDING,0
ALBURG SPRINGS,VT,ACTIVE,1/1/1937,National Register Listed,1,OWNED,BUILDING,0
BEEBE PLAIN,VT,ACTIVE,1/1/1937,National Register Listed,1,OWNED,BUILDING,0
BEEBE PLAIN,VT,ACTIVE,1/1/1937,National Register Listed,1,OWNED,BUILDING,6
NORTH TROY,VT,ACTIVE,1/1/1937,National Register Listed,1,OWNED,BUILDING,0
CURLEW,WA,ACTIVE,1/1/1937,National Register Listed,1,OWNED,BUILDING,0
CURLEW,WA,ACTIVE,1/1/1937,National Register Listed,1,OWNED,BUILDING,0
ELKINS,WV,ACTIVE,1/1/1937,National Register Listed,1,OWNED,BUILDING,35
DENVER,CO,ACTIVE,1/1/1937,National Register Eligible,1,OWNED,STRUCTURE,67
CHICAGO,IL,ACTIVE,6/1/1937,National Register Listed,1,OWNED,BUILDING,0
MEDINA,OH,ACTIVE,1/1/1938,National Register Eligible,1,OWNED,BUILDING,9
PROVO,UT,ACTIVE,1/1/1938,National Register Eligible,1,OWNED,BUILDING,40
ST. ALBANS,VT,ACTIVE,1/1/1938,National Register Eligible,1,OWNED,BUILDING,42
WASHINGTON,DC,ACTIVE,1/1/1938,National Register Listed,1,OWNED,BUILDING,44
PEORIA,IL,ACTIVE,1/1/1938,National Register Listed,1,OWNED,BUILDING,14
PADUCAH,KY,ACTIVE,1/1/1938,National Register Listed,1,OWNED,BUILDING,41
CINCINNATI,OH,ACTIVE,1/1/1938,National Register Listed,1,OWNED,BUILDING,11
ERIE,PA,ACTIVE,1/1/1938,National Register Listed,1,OWNED,BUILDING,0
ANDERSON,SC,ACTIVE,1/1/1938,National Register Listed,1,OWNED,BUILDING,21
SANTA BARBARA,CA,ACTIVE,1/1/1939,National Register Eligible,1,LEASED,BUILDING,1
GLASGOW,MT,ACTIVE,1/1/1939,National Register Listed,1,LEASED,BUILDING,0
NEW ORLEANS,LA,ACTIVE,1/1/1939,National Register Eligible,1,OWNED,BUILDING,33
KALAMAZOO,MI,ACTIVE,1/1/1939,National Register Eligible,1,OWNED,BUILDING,44
WASHINGTON,DC,ACTIVE,1/1/1939,National Register Listed,1,OWNED,BUILDING,157
PENSACOLA,FL,ACTIVE,1/1/1939,National Register Listed,1,OWNED,BUILDING,16
BABB,MT,ACTIVE,1/1/1939,National Register Listed,1,OWNED,BUILDING,0
STATESVILLE,NC,ACTIVE,1/1/1939,National Register Listed,1,OWNED,BUILDING,30
AMARILLO,TX,ACTIVE,1/1/1939,National Register Listed,1,OWNED,BUILDING,46
HARRISONBURG,VA,ACTIVE,1/1/1939,National Register Listed,1,OWNED,BUILDING,33
BABB,MT,ACTIVE,1/1/1939,National Register Listed,1,OWNED,STRUCTURE,1
BABB,MT,ACTIVE,1/1/1939,National Register Listed,1,OWNED,STRUCTURE,5
LAKEWOOD,CO,ACTIVE,1/1/1940,Evaluated - Not Historic,1,OWNED,BUILDING,104
LOS ANGELES,CA,ACTIVE,1/1/1940,National Historic Landmark,1,OWNED,BUILDING,108
WASHINGTON,DC,ACTIVE,1/1/1940,National Historic Landmark,1,OWNED,BUILDING,142
WASHINGTON,DC,ACTIVE,1/1/1940,National Register Eligible,1,OWNED,BUILDING,0
WASHINGTON,DC,ACTIVE,1/1/1940,National Register Listed,1,OWNED,BUILDING,7
PORTHILL,ID,ACTIVE,1/1/1940,National Register Listed,1,OWNED,BUILDING,0
PROVIDENCE,RI,ACTIVE,1/1/1940,National Register Listed,1,OWNED,BUILDING,24
SEATTLE,WA,ACTIVE,1/1/1940,National Register Listed,1,OWNED,BUILDING,25
SEATTLE,WA,ACTIVE,1/1/1940,Evaluated - Not Historic,1,OWNED,LAND,0
PORTHILL,ID,DECOMMISSIONED,1/1/1940,National Register Listed,1,OWNED,BUILDING,0
ESSINGTON,PA,ACTIVE,6/20/1940,Not Evaluated,1,LEASED,BUILDING,40
OGDEN,UT,ACTIVE,9/14/1940,Not Evaluated,1,LEASED,BUILDING,0
LAKEWOOD,CO,ACTIVE,1/1/1941,Evaluated - Not Historic,1,OWNED,BUILDING,0
LAKEWOOD,CO,ACTIVE,1/1/1941,Evaluated - Not Historic,1,OWNED,BUILDING,0
LAKEWOOD,CO,ACTIVE,1/1/1941,Evaluated - Not Historic,1,OWNED,BUILDING,0
LAKEWOOD,CO,ACTIVE,1/1/1941,Evaluated - Not Historic,1,OWNED,BUILDING,4
LAKEWOOD,CO,ACTIVE,1/1/1941,Evaluated - Not Historic,1,OWNED,BUILDING,8
LAKEWOOD,CO,ACTIVE,1/1/1941,Evaluated - Not Historic,1,OWNED,BUILDING,38
LAKEWOOD,CO,ACTIVE,1/1/1941,Evaluated - Not Historic,1,OWNED,BUILDING,56
LAKEWOOD,CO,ACTIVE,1/1/1941,Evaluated - Not Historic,1,OWNED,BUILDING,61
LAKEWOOD,CO,ACTIVE,1/1/1941,Evaluated - Not Historic,1,OWNED,BUILDING,80
LAKEWOOD,CO,ACTIVE,1/1/1941,Evaluated - Not Historic,1,OWNED,BUILDING,100
LAKEWOOD,CO,ACTIVE,1/1/1941,Evaluated - Not Historic,1,OWNED,BUILDING,214
LAKEWOOD,CO,ACTIVE,1/1/1941,Evaluated - Not Historic,1,OWNED,BUILDING,420
LAKEWOOD,CO,ACTIVE,1/1/1941,Evaluated - Not Historic,1,OWNED,BUILDING,544
LAKEWOOD,CO,ACTIVE,1/1/1941,Evaluated - Not Historic,1,OWNED,BUILDING,682
LAKEWOOD,CO,ACTIVE,1/1/1941,Evaluated - Not Historic,1,OWNED,BUILDING,684
LAKEWOOD,CO,ACTIVE,1/1/1941,Evaluated - Not Historic,1,OWNED,BUILDING,1046
JEFFERSONVILLE,IN,ACTIVE,1/1/1941,Evaluated - Not Historic,1,OWNED,BUILDING,0
JEFFERSONVILLE,IN,ACTIVE,1/1/1941,Evaluated - Not Historic,1,OWNED,BUILDING,0
JEFFERSONVILLE,IN,ACTIVE,1/1/1941,Evaluated - Not Historic,1,OWNED,BUILDING,0
JEFFERSONVILLE,IN,ACTIVE,1/1/1941,Evaluated - Not Historic,1,OWNED,BUILDING,0
JEFFERSONVILLE,IN,ACTIVE,1/1/1941,Evaluated - Not Historic,1,OWNED,BUILDING,0
JEFFERSONVILLE,IN,ACTIVE,1/1/1941,Evaluated - Not Historic,1,OWNED,BUILDING,66
JEFFERSONVILLE,IN,ACTIVE,1/1/1941,Evaluated - Not Historic,1,OWNED,BUILDING,105
JEFFERSONVILLE,IN,ACTIVE,1/1/1941,Evaluated - Not Historic,1,OWNED,BUILDING,146
JEFFERSONVILLE,IN,ACTIVE,1/1/1941,Evaluated - Not Historic,1,OWNED,BUILDING,330
WASHINGTON,DC,ACTIVE,1/1/1941,National Register Eligible,1,OWNED,BUILDING,0
WASHINGTON,DC,ACTIVE,1/1/1941,National Register Eligible,1,OWNED,BUILDING,837
COLUMBIA,TN,ACTIVE,1/1/1941,National Register Listed,1,OWNED,BUILDING,22
LAKEWOOD,CO,EXCESS,1/1/1941,Evaluated - Not Historic,1,OWNED,BUILDING,0
LAKEWOOD,CO,EXCESS,1/1/1941,Evaluated - Not Historic,1,OWNED,STRUCTURE,0
LAKEWOOD,CO,EXCESS,1/1/1941,Evaluated - Not Historic,1,OWNED,STRUCTURE,111
MARIETTA,PA,EXCESS,8/22/1941,Evaluated - Not Historic,1,OWNED,BUILDING,0
KEARNEY,NE,ACTIVE,10/1/1941,Not Evaluated,1,LEASED,BUILDING,2
ALAMEDA,CA,ACTIVE,1/1/1942,Evaluated - Not Historic,1,OWNED,BUILDING,0
ALAMEDA,CA,ACTIVE,1/1/1942,Evaluated - Not Historic,1,OWNED,BUILDING,0
ALAMEDA,CA,ACTIVE,1/1/1942,Evaluated - Not Historic,1,OWNED,BUILDING,0
ALAMEDA,CA,ACTIVE,1/1/1942,Evaluated - Not Historic,1,OWNED,BUILDING,0
ALAMEDA,CA,ACTIVE,1/1/1942,Evaluated - Not Historic,1,OWNED,BUILDING,0
ALAMEDA,CA,ACTIVE,1/1/1942,Evaluated - Not Historic,1,OWNED,BUILDING,0
ALAMEDA,CA,ACTIVE,1/1/1942,Evaluated - Not Historic,1,OWNED,BUILDING,0
ALAMEDA,CA,ACTIVE,1/1/1942,Evaluated - Not Historic,1,OWNED,BUILDING,0
ALAMEDA,CA,ACTIVE,1/1/1942,Evaluated - Not Historic,1,OWNED,BUILDING,1
ALAMEDA,CA,ACTIVE,1/1/1942,Evaluated - Not Historic,1,OWNED,BUILDING,3
LAKEWOOD,CO,ACTIVE,1/1/1942,Evaluated - Not Historic,1,OWNED,BUILDING,0
LAKEWOOD,CO,ACTIVE,1/1/1942,Evaluated - Not Historic,1,OWNED,BUILDING,0
LAKEWOOD,CO,ACTIVE,1/1/1942,Evaluated - Not Historic,1,OWNED,BUILDING,1
JEFFERSONVILLE,IN,ACTIVE,1/1/1942,Evaluated - Not Historic,1,OWNED,BUILDING,1036
SCHENECTADY,NY,ACTIVE,1/1/1942,Evaluated - Not Historic,1,OWNED,BUILDING,0
OKLAHOMA CITY,OK,ACTIVE,1/1/1942,Evaluated - Not Historic,1,OWNED,BUILDING,0
OKLAHOMA CITY,OK,ACTIVE,1/1/1942,Evaluated - Not Historic,1,OWNED,BUILDING,0
FORT WORTH,TX,ACTIVE,1/1/1942,Evaluated - Not Historic,1,OWNED,BUILDING,0
FORT WORTH,TX,ACTIVE,1/1/1942,Evaluated - Not Historic,1,OWNED,BUILDING,0
FORT WORTH,TX,ACTIVE,1/1/1942,Evaluated - Not Historic,1,OWNED,BUILDING,0
FORT WORTH,TX,ACTIVE,1/1/1942,Evaluated - Not Historic,1,OWNED,BUILDING,0
WASHINGTON,DC,ACTIVE,1/1/1942,National Historic Landmark,1,OWNED,BUILDING,0
WASHINGTON,DC,ACTIVE,1/1/1942,National Historic Landmark,1,OWNED,BUILDING,0
ATHENS,GA,ACTIVE,1/1/1942,National Register Listed,1,OWNED,BUILDING,21
BATTLE CREEK,MI,ACTIVE,1/1/1942,National Register Listed,1,OWNED,BUILDING,0
PHILADELPHIA,PA,ACTIVE,1/1/1942,Non-Contributing Element,1,OWNED,BUILDING,0
SAINT LOUIS,MO,ACTIVE,1/1/1942,Not Evaluated,1,OWNED,BUILDING,0
SAINT LOUIS,MO,ACTIVE,1/1/1942,Not Evaluated,1,OWNED,BUILDING,0
SAINT LOUIS,MO,ACTIVE,1/1/1942,Not Evaluated,1,OWNED,BUILDING,0
SAINT LOUIS,MO,ACTIVE,1/1/1942,Not Evaluated,1,OWNED,BUILDING,0
SAINT LOUIS,MO,ACTIVE,1/1/1942,Not Evaluated,1,OWNED,BUILDING,0
SAINT LOUIS,MO,ACTIVE,1/1/1942,Not Evaluated,1,OWNED,BUILDING,0
SAINT LOUIS,MO,ACTIVE,1/1/1942,Not Evaluated,1,OWNED,BUILDING,1
SAINT LOUIS,MO,ACTIVE,1/1/1942,Not Evaluated,1,OWNED,BUILDING,2
SAINT LOUIS,MO,ACTIVE,1/1/1942,Not Evaluated,1,OWNED,BUILDING,43
